88	W+	91.2	1	35.7	7.56	41.16	106.505	36.4917	W-	91.2	1	49.3	10.44	56.84	118.692	50.3933
89	W+	91.2	1	-41.86	43.7	-34.5	114.759	60.514	W-	91.2	1	-49.14	51.3	-40.5	122.491	71.0382
90	b-Q	4.18	0	19.74	14.28	-8.4	26.1078	24.3636	b-Q	4.18	0	27.26	19.72	-11.6	35.8332	33.645
91	W+	91.2	1	30.94	-14.62	4.76	97.525	34.2203	W-	91.2	1	60.06	-28.38	9.24	113.205	66.4276
92	b-Q	4.18	0	38.64	-38.22	-9.24	55.2871	54.349	b-Q	4.18	0	53.36	-52.78	-12.76	76.2451	75.0534
93	b-Q	4.18	0	11.88	12.54	60.72	63.2675	17.2739	b-Q	4.18	0	6.12	6.46	31.28	32.7887	8.89865
94	b-Q	4.18	0	13.02	23.56	0	27.2409	26.9183	b-Q	4.18	0	7.98	14.44	0	17.0196	16.4983
95	b-Q	4.18	0	1.6	-10.88	-30.4	32.597	10.997	b-Q	4.18	0	3.4	-23.12	-64.6	68.8239	23.3687
96	b-Q	4.18	0	-26.24	15.68	-7.36	31.7182	30.568	b-Q	4.18	0	-55.76	33.32	-15.64	66.9439	64.9569
97	b-Q	4.18	0	-31.5	26.6	-12.25	43.2128	41.2288	b-Q	4.18	0	-58.5	49.4	-22.75	79.9853	76.5677
98	W+	91.2	1	37.17	6.49	-30.09	103.182	37.7323	W-	91.2	1	25.83	4.51	-20.91	97.171	26.2208
99	b-Q	4.18	0	17.05	19.25	-48.4	54.9663	25.7151	b-Q	4.18	0	13.95	15.75	-39.6	45.0366	21.0396
100	b-Q	4.18	0	-7	20.3	8.75	23.5611	21.473	b-Q	4.18	0	-13	37.7	16.25	43.2646	39.8784
101	W+	91.2	1	1.44	21.6	24.12	96.7876	21.6479	W-	91.2	1	2.56	38.4	42.88	107.876	38.4852
102	b-Q	4.18	0	51.85	-13.42	-25.01	59.2578	53.5586	b-Q	4.18	0	33.15	-8.58	-15.99	38.0222	34.2424
103	b-Q	4.18	0	-3.78	40.74	-37.8	55.8601	40.915	b-Q	4.18	0	-5.22	56.26	-52.2	77.0373	56.5016
104	b-Q	4.18	0	26.28	-29.88	16.92	43.442	39.7926	b-Q	4.18	0	46.72	-53.12	30.08	76.9855	70.7424
105	b-Q	4.18	0	-21.84	-16.8	11.76	30.2489	27.554	b-Q	4.18	0	-17.16	-13.2	9.24	23.9072	21.6496
106	b-Q	4.18	0	-18.9	9.66	-32.76	39.2583	21.2256	b-Q	4.18	0	-26.1	13.34	-45.24	54.0675	29.3115
107	b-Q	4.18	0	10.73	-28.12	-29.6	42.4205	30.0976	b-Q	4.18	0	18.27	-47.88	-50.4	71.9994	51.2473
108	b-Q	4.18	0	-14.06	-12.54	37.62	42.2809	18.8397	b-Q	4.18	0	-22.94	-20.46	61.38	68.7738	30.7385
109	b-Q	4.18	0	7.14	28.56	8.4	30.898	29.439	b-Q	4.18	0	9.86	39.44	11.6	42.4825	40.6538
110	b-Q	4.18	0	-5.17	2.82	-11.75	13.7919	5.88908	b-Q	4.18	0	-5.83	3.18	-13.25	15.3992	6.64088
111	b-Q	4.18	0	22.05	10.5	31.15	39.8026	24.4224	b-Q	4.18	0	40.95	19.5	57.85	73.6291	45.3558
112	b-Q	4.18	0	-21.16	34.5	-18.86	44.846	40.4722	b-Q	4.18	0	-24.84	40.5	-22.14	52.5826	47.5108
113	b-Q	4.18	0	-33.8	-37.7	8.45	51.5034	50.6333	b-Q	4.18	0	-18.2	-20.3	4.55	27.9554	27.2641
114	b-Q	4.18	0	56.55	-15.6	15.6	60.8448	58.6623	b-Q	4.18	0	30.45	-8.4	8.4	32.9514	31.5874
115	b-Q	4.18	0	29.88	20.16	32.4	48.6464	36.045	b-Q	4.18	0	53.12	35.84	57.6	86.264	64.08
116	b-Q	4.18	0	-7.77	-21.46	-9.62	25.1181	22.8233	b-Q	4.18	0	-13.23	-36.54	-16.38	42.379	38.8613
117	b-Q	4.18	0	6.21	67.62	8.28	68.5351	67.9046	b-Q	4.18	0	2.79	30.38	3.72	31.0168	30.5078
118	b-Q	4.18	0	-19.47	-44.84	-48.97	69.3198	48.8846	b-Q	4.18	0	-13.53	-31.16	-34.03	48.2651	33.9707
119	b-Q	4.18	0	3.78	-49.77	59.22	77.5617	49.9133	b-Q	4.18	0	2.22	-29.23	34.78	45.6776	29.3142
120	W+	91.2	1	-29.07	-45.6	-26.79	109.36	54.078	W-	91.2	1	-21.93	-34.4	-20.21	101.932	40.7956
121	b-Q	4.18	0	-8.16	-43.86	42.33	61.6408	44.6126	b-Q	4.18	0	-7.84	-42.14	40.67	59.2348	42.8631
122	W+	91.2	1	-4	-37.5	-42.5	107.452	37.7127	W-	91.2	1	-4	-37.5	-42.5	107.452	37.7127
123	b-Q	4.18	0	9.1	29.05	-10.5	32.4721	30.442	b-Q	4.18	0	16.9	53.95	-19.5	59.9494	56.5351
124	b-Q	4.18	0	17.49	45.58	49.82	69.878	48.8205	b-Q	4.18	0	15.51	40.42	44.18	61.9974	43.2936
125	b-Q	4.18	0	42	53.4	-44.4	81.2674	67.9379	b-Q	4.18	0	28	35.6	-29.6	54.2678	45.2919
126	b-Q	4.18	0	30.71	-15.17	27.38	44.0496	34.2525	b-Q	4.18	0	52.29	-25.83	46.62	74.7819	58.3218
127	Tau+	1.776	0	8.82	-39.06	-23.1	46.2627	40.0434	Tau-	1.776	0	12.18	-53.94	-31.9	63.8642	55.2981
128	b-Q	4.18	0	10.5	14.35	-4.2	18.7426	17.7812	b-Q	4.18	0	19.5	26.65	-7.8	34.1875	33.0223
129	b-Q	4.18	0	-58.24	33.28	-30.08	73.6324	67.078	b-Q	4.18	0	-32.76	18.72	-16.92	41.5622	37.7314
130	b-Q	4.18	0	28.06	-11.5	-5.52	31.1056	30.3251	b-Q	4.18	0	32.94	-13.5	-6.48	36.4247	35.5991
131	b-Q	4.18	0	-2.45	31.85	9.31	33.5347	31.9441	b-Q	4.18	0	-2.55	33.15	9.69	34.8826	33.2479
132	b-Q	4.18	0	25.2	-23.31	-39.69	52.6419	34.3278	b-Q	4.18	0	14.8	-13.69	-23.31	31.1012	20.1608
133	b-Q	4.18	0	-11.9	-22.75	12.95	29.0577	25.6744	b-Q	4.18	0	-22.1	-42.25	24.05	53.5663	47.6809
134	b-Q	4.18	0	-41.76	11.04	21.6	48.4749	43.1947	b-Q	4.18	0	-45.24	11.96	23.4	52.4855	46.7942
135	b-Q	4.18	0	-20.06	2.04	-26.18	33.3081	20.1635	b-Q	4.18	0	-38.94	3.96	-50.82	64.2818	39.1408
136	b-Q	4.18	0	-18.91	46.36	-0.61	50.2462	50.0683	b-Q	4.18	0	-12.09	29.64	-0.39	32.285	32.0109
137	b-Q	4.18	0	-26.22	21.39	36.57	49.9986	33.8382	b-Q	4.18	0	-11.78	9.61	16.43	22.7714	15.2026
138	Z+	91.186	1	-55.9	59.8	56.55	134.958	81.8587	Z-	91.186	1	-30.1	32.2	30.45	105.759	44.0778
139	b-Q	4.18	0	9.24	-64.68	62.04	90.196	65.3367	b-Q	4.18	0	4.76	-33.32	31.96	46.6025	33.6583
140	b-Q	4.18	0	-14.95	-20.8	-31.2	40.5839	25.6153	b-Q	4.18	0	-8.05	-11.2	-16.8	22.1349	13.7928
141	b-Q	4.18	0	0	-11.78	-8.99	15.3968	11.78	b-Q	4.18	0	0	-26.22	-20.01	33.247	26.22
142	b-Q	4.18	0	-6.15	8.61	-33.62	35.4927	10.5809	b-Q	4.18	0	-8.85	12.39	-48.38	50.8914	15.2261
143	b-Q	4.18	0	25.11	-25.11	-7.13	36.46	35.5109	b-Q	4.18	0	55.89	-55.89	-15.87	80.7262	79.0404
144	b-Q	4.18	0	-28.91	22.05	16.17	40.0116	36.3592	b-Q	4.18	0	-30.09	22.95	16.83	41.6273	37.8432
145	W+	91.2	1	6.9	3.68	-24.84	94.8452	7.82	W-	91.2	1	8.1	4.32	-29.16	96.1874	9.18
146	b-Q	4.18	0	34.65	16.65	44.1	58.6526	38.4427	b-Q	4.18	0	42.35	20.35	53.9	71.6263	46.9856
147	b-Q	4.18	0	-34	-20.06	-5.1	40.0236	39.4766	b-Q	4.18	0	-66	-38.94	-9.9	77.3809	76.6311
148	W+	91.2	1	-20.06	43.66	6.49	103.287	48.0479	W-	91.2	1	-13.94	30.34	4.51	97.2246	33.3892
149	b-Q	4.18	0	28.14	4.69	37.52	47.3189	28.5282	b-Q	4.18	0	13.86	2.31	18.48	23.5885	14.0512
150	b-Q	4.18	0	48.06	19.98	44.82	68.8133	52.0477	b-Q	4.18	0	40.94	17.02	38.18	58.6596	44.3369
151	b-Q	4.18	0	21.15	27	-4.05	34.7879	34.2976	b-Q	4.18	0	25.85	33	-4.95	42.4169	41.9192
152	b-Q	4.18	0	-38.76	-42.84	41.82	71.4422	57.772	b-Q	4.18	0	-37.24	-41.16	40.18	68.6503	55.5064
153	W+	91.2	1	-18.72	1.8	5.04	93.2551	18.8063	W-	91.2	1	-33.28	3.2	8.96	97.5475	33.4335
154	b-Q	4.18	0	4.14	-3.68	35.88	36.5449	5.53913	b-Q	4.18	0	4.86	-4.32	42.12	42.8235	6.50246
155	b-Q	4.18	0	-8.74	17.1	-30.02	35.8813	19.2041	b-Q	4.18	0	-14.26	27.9	-48.98	58.2947	31.333
156	Tau+	1.776	0	-54.72	-27.36	-33.63	69.8354	61.1788	Tau-	1.776	0	-41.28	-20.64	-25.37	52.6957	46.1524
157	b-Q	4.18	0	28.05	9.18	-37.74	48.0922	29.514	b-Q	4.18	0	26.95	8.82	-36.26	46.2207	28.3566
158	b-Q	4.18	0	27.03	26.52	21.93	43.9583	37.8673	b-Q	4.18	0	25.97	25.48	21.07	42.2503	36.3823
159	Tau+	1.776	0	13.34	5.8	-8.7	17.0423	14.5463	Tau-	1.776	0	9.66	4.2	-6.3	12.4016	10.5335
160	b-Q	4.18	0	25.74	19.47	0.99	32.5589	32.2743	b-Q	4.18	0	52.26	39.53	2.01	65.6905	65.5265
161	b-Q	4.18	0	28.88	-23.94	-4.18	37.9753	37.5124	b-Q	4.18	0	47.12	-39.06	-6.82	61.7249	61.2044
162	b-Q	4.18	0	21.28	35.84	35.84	55.13	41.6815	b-Q	4.18	0	16.72	28.16	28.16	43.3936	32.7497
163	W+	91.2	1	-28.9	-31.62	-31.28	105.503	42.8373	W-	91.2	1	-56.1	-61.38	-60.72	137.547	83.1548
164	b-Q	4.18	0	-43.56	42.24	-3.96	60.9495	60.6769	b-Q	4.18	0	-55.44	53.76	-5.04	77.5023	77.2252
165	Tau+	1.776	0	3.42	-8.55	-0.57	9.39564	9.20863	Tau-	1.776	0	2.58	-6.45	-0.43	7.18317	6.94686
166	b-Q	4.18	0	8.75	18.9	33.25	39.4564	20.8272	b-Q	4.18	0	16.25	35.1	61.75	72.9836	38.6791
167	b-Q	4.18	0	18.06	8.6	-23.22	30.9316	20.0031	b-Q	4.18	0	23.94	11.4	-30.78	40.8407	26.5157
168	b-Q	4.18	0	-45.36	33.04	39.76	68.9021	56.1175	b-Q	4.18	0	-35.64	25.96	31.24	54.1991	44.0923
169	b-Q	4.18	0	-8.05	-24.5	-32.55	41.7376	25.7886	b-Q	4.18	0	-14.95	-45.5	-60.45	77.2362	47.8931
170	W+	91.2	1	-23.43	2.64	-18.48	95.9942	23.5783	W-	91.2	1	-47.57	5.36	-37.52	109.621	47.871
171	b-Q	4.18	0	1.68	38.64	-17.22	42.5426	38.6765	b-Q	4.18	0	2.32	53.36	-23.78	58.6143	53.4104
172	b-Q	4.18	0	31.62	-31.96	-28.9	53.6092	44.9585	b-Q	4.18	0	61.38	-62.04	-56.1	103.832	87.2724
173	b-Q	4.18	0	21.2	28.09	-30.74	46.9138	35.1922	b-Q	4.18	0	18.8	24.91	-27.26	41.6477	31.2081
174	b-Q	4.18	0	-46.86	2.64	-56.76	73.7699	46.9343	b-Q	4.18	0	-24.14	1.36	-29.24	38.1712	24.1783
175	b-Q	4.18	0	18.81	34.77	12.54	41.6832	39.5319	b-Q	4.18	0	14.19	26.23	9.46	31.5647	29.8223
176	b-Q	4.18	0	0	7.98	14.7	17.2407	7.98	b-Q	4.18	0	0	11.02	20.3	23.4734	11.02
177	b-Q	4.18	0	-39.13	0	8.6	40.2814	39.13	b-Q	4.18	0	-51.87	0	11.4	53.2722	51.87
178	b-Q	4.18	0	9.9	22.95	43.2	50.0842	24.9942	b-Q	4.18	0	12.1	28.05	52.8	61.1435	30.5485
179	b-Q	4.18	0	22.88	-7.8	15.6	29.0718	24.173	b-Q	4.18	0	21.12	-7.2	14.4	26.8836	22.3135
180	b-Q	4.18	0	1.34	-57.62	-36.18	68.1786	57.6356	b-Q	4.18	0	0.66	-28.38	-17.82	33.777	28.3877
181	b-Q	4.18	0	10.26	29.07	-39.9	50.5946	30.8275	b-Q	4.18	0	7.74	21.93	-30.1	38.2664	23.2558
182	b-Q	4.18	0	-34.02	6.48	-22.14	41.3159	34.6316	b-Q	4.18	0	-28.98	5.52	-18.86	35.2631	29.501
183	W+	91.2	1	56.42	-48.36	-37.82	123.571	74.3095	W-	91.2	1	34.58	-29.64	-23.18	104.542	45.5445
184	W+	91.2	1	-37.8	18.9	28.8	104.561	42.2617	W-	91.2	1	-46.2	23.1	35.2	110.565	51.6532
185	b-Q	4.18	0	11.47	7.03	-14.8	20.4327	13.4529	b-Q	4.18	0	19.53	11.97	-25.2	34.3106	22.9064
186	b-Q	4.18	0	-55.18	-44.64	61.38	93.9284	70.9758	b-Q	4.18	0	-33.82	-27.36	37.62	57.6637	43.5013
187	W+	91.2	1	3.68	-12.42	-11.96	92.8885	12.9537	W-	91.2	1	4.32	-14.58	-14.04	93.519	15.2065
188	b-Q	4.18	0	37.82	-54.29	-19.52	69.1105	66.1646	b-Q	4.18	0	24.18	-34.71	-12.48	44.3021	42.302
189	b-Q	4.18	0	-44.16	59.52	3.84	74.33	74.113	b-Q	4.18	0	-24.84	33.48	2.16	41.9532	41.6886
190	b-Q	4.18	0	27.47	4.92	0.41	28.2214	27.9071	b-Q	4.18	0	39.53	7.08	0.59	40.3803	40.159
191	b-Q	4.18	0	-19.2	-34	-18	43.1985	39.0466	b-Q	4.18	0	-28.8	-51	-27	64.629	58.57
192	Z+	91.186	1	-11.16	-42.16	-32.24	106.096	43.6121	Z-	91.186	1	-6.84	-25.84	-19.76	97.0558	26.73
193	Tau+	1.776	0	-15.64	-0.46	7.36	17.3823	15.6468	Tau-	1.776	0	-18.36	-0.54	8.64	20.3761	18.3679
194	Z+	91.186	1	-37.82	25.62	-24.4	104.867	45.6808	Z-	91.186	1	-24.18	16.38	-15.6	97.0115	29.2058
195	b-Q	4.18	0	42.34	31.9	52.78	74.9232	53.0121	b-Q	4.18	0	30.66	23.1	38.22	54.3313	38.3881
196	Tau+	1.776	0	11.13	11.13	52.47	54.8088	15.7402	Tau-	1.776	0	9.87	9.87	46.53	48.611	13.9583
197	b-Q	4.18	0	48.51	-20.58	41.16	66.9953	52.6949	b-Q	4.18	0	50.49	-21.42	42.84	69.7194	54.8458
198	b-Q	4.18	0	-20.67	-24.96	-20.67	38.6649	32.4076	b-Q	4.18	0	-32.33	-39.04	-32.33	60.2665	50.6888
199	b-Q	4.18	0	-33.55	-37.4	-2.75	50.4916	50.243	b-Q	4.18	0	-27.45	-30.6	-2.25	41.3811	41.1079
200	b-Q	4.18	0	13.53	23.76	9.24	29.1625	27.3422	b-Q	4.18	0	27.47	48.24	18.76	58.7461	55.513
201	b-Q	4.18	0	-19.6	12.95	-29.05	37.593	23.4918	b-Q	4.18	0	-36.4	24.05	-53.95	69.5085	43.6275
